metric,policy,run,table,source_log,line,avg,avg_speed,completed,completed_at,count,delivery,distance,dynamic_environment,experiment_label,experiment_mode,first_period,hybrid_distance_weight,hybrid_wait_weight,map_id,max_completed,max_period,max_sim_time,min_period,rate,repeat,requested_at,return,seed,stop_delay,time,total,wait
delivery_time,FIFO,3,T1,FIFO-3.log,739,,,,,,4.35s,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,,,
total_time,FIFO,FIFO-3,T1,FIFO-3.log,745,,,,292.35,10,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,275.71,,1003,5,,16.64s,
return_time,FIFO,3,T1,FIFO-3.log,759,,,,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,4.29s,1003,5,,,
success_rate,FIFO,3,,FIFO-3.log,760,,,10,,,,,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,1.00,3,,,1003,5,,10,
mission,FIFO,3,,FIFO-3.log,761,,0.022,,,,,0.231,false,FIFO,EXP1,5,30,1,map1,10,35,420,25,,3,,,1003,5,10.66s,,
wait_time,HYBRID,7,T1,HYBRID-1.log,37,5.79s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,5.79s
delivery_time,HYBRID,7,T1,HYBRID-1.log,38,,,,,,5.76s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T1,HYBRID-1.log,46,,,,12.86,1,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,5.02,,1001,5,,7.84s,
return_time,HYBRID,7,T1,HYBRID-1.log,58,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,4.67s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,59,,,1,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,1,
mission,HYBRID,7,,HYBRID-1.log,60,,0.016,,,,,0.199,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,12.45s,,
wait_time,HYBRID,7,T2,HYBRID-1.log,94,4.18s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,2.56s
delivery_time,HYBRID,7,T2,HYBRID-1.log,95,,,,,,2.53s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T2,HYBRID-1.log,103,,,,42.24,2,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,37.63,,1001,5,,4.61s,
return_time,HYBRID,7,T2,HYBRID-1.log,113,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,2.53s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,114,,,2,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,2,
mission,HYBRID,7,,HYBRID-1.log,115,,0.000,,,,,0.004,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,7.07s,,
wait_time,HYBRID,7,T1,HYBRID-1.log,174,5.32s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,7.62s
delivery_time,HYBRID,7,T1,HYBRID-1.log,175,,,,,,7.58s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T1,HYBRID-1.log,183,,,,80.93,3,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,71.26,,1001,5,,9.66s,
return_time,HYBRID,7,T1,HYBRID-1.log,195,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,4.80s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,196,,,3,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,3,
mission,HYBRID,7,,HYBRID-1.log,197,,0.011,,,,,0.163,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,14.40s,,
wait_time,HYBRID,7,T4,HYBRID-1.log,228,5.02s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,4.13s
delivery_time,HYBRID,7,T4,HYBRID-1.log,229,,,,,,4.10s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T4,HYBRID-1.log,237,,,,108.00,4,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,101.82,,1001,5,,6.18s,
return_time,HYBRID,7,T4,HYBRID-1.log,257,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,5.76s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,258,,,4,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,4,
mission,HYBRID,7,,HYBRID-1.log,259,,0.021,,,,,0.254,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,11.87s,,
wait_time,HYBRID,7,T4,HYBRID-1.log,296,4.90s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,4.38s
delivery_time,HYBRID,7,T4,HYBRID-1.log,297,,,,,,4.35s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T4,HYBRID-1.log,303,,,,141.12,5,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,134.69,,1001,5,,6.43s,
return_time,HYBRID,7,T4,HYBRID-1.log,324,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,6.02s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,325,,,5,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,5,
mission,HYBRID,7,,HYBRID-1.log,326,,0.013,,,,,0.163,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,12.38s,,
wait_time,HYBRID,7,T5,HYBRID-1.log,364,5.09s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,6.08s
delivery_time,HYBRID,7,T5,HYBRID-1.log,365,,,,,,6.05s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T5,HYBRID-1.log,371,,,,175.04,6,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,166.91,,1001,5,,8.13s,
return_time,HYBRID,7,T5,HYBRID-1.log,396,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,9.73s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,397,,,6,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,6,
mission,HYBRID,7,,HYBRID-1.log,398,,0.020,,,,,0.352,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,17.79s,,
wait_time,HYBRID,7,T4,HYBRID-1.log,428,4.94s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,4.00s
delivery_time,HYBRID,7,T4,HYBRID-1.log,429,,,,,,3.97s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T4,HYBRID-1.log,437,,,,204.48,7,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,198.43,,1001,5,,6.05s,
return_time,HYBRID,7,T4,HYBRID-1.log,456,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,5.82s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,457,,,7,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,7,
mission,HYBRID,7,,HYBRID-1.log,458,,0.014,,,,,0.171,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,11.81s,,
wait_time,HYBRID,7,T2,HYBRID-1.log,493,4.68s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,2.88s
delivery_time,HYBRID,7,T2,HYBRID-1.log,494,,,,,,2.85s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T2,HYBRID-1.log,502,,,,236.19,8,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,231.26,,1001,5,,4.93s,
return_time,HYBRID,7,T2,HYBRID-1.log,509,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,0.03s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,510,,,8,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,8,
mission,HYBRID,7,,HYBRID-1.log,511,,0.020,,,,,0.096,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,4.90s,,
wait_time,HYBRID,7,T1,HYBRID-1.log,551,4.37s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,1.92s
delivery_time,HYBRID,7,T1,HYBRID-1.log,552,,,,,,1.89s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T1,HYBRID-1.log,558,,,,266.34,9,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,262.37,,1001,5,,3.97s,
return_time,HYBRID,7,T1,HYBRID-1.log,572,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,4.86s,1001,5,,,
success_rate,HYBRID,7,,HYBRID-1.log,573,,,9,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,1,,,1001,5,,9,
mission,HYBRID,7,,HYBRID-1.log,574,,0.017,,,,,0.152,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,8.77s,,
wait_time,HYBRID,7,T6,HYBRID-1.log,625,5.64s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,17.06s
delivery_time,HYBRID,7,T6,HYBRID-1.log,626,,,,,,17.02s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,,,1001,5,,,
total_time,HYBRID,HYBRID-1,T6,HYBRID-1.log,632,,,,306.78,10,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,1,287.68,,1001,5,,19.10s,
wait_time,HYBRID,8,T5,HYBRID-2.log,37,5.70s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,5.70s
delivery_time,HYBRID,8,T5,HYBRID-2.log,38,,,,,,5.66s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,HYBRID,HYBRID-2,T5,HYBRID-2.log,46,,,,12.77,1,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,5.02,,1002,5,,7.74s,
return_time,HYBRID,8,T5,HYBRID-2.log,59,,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,,5.89s,1002,5,,,
success_rate,HYBRID,8,,HYBRID-2.log,60,,,1,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,1.00,2,,,1002,5,,1,
mission,HYBRID,8,,HYBRID-2.log,61,,0.024,,,,,0.328,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,13.57s,,
wait_time,HYBRID,8,T2,HYBRID-2.log,94,5.07s,,,,,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,4.45s
delivery_time,HYBRID,8,T2,HYBRID-2.log,95,,,,,,4.42s,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,,,1002,5,,,
total_time,HYBRID,HYBRID-2,T2,HYBRID-2.log,103,,,,42.50,2,,,false,HYBRID,EXP1,5,30,1,map1,10,35,420,25,,2,36.00,,1002,5,,6.50s,
